signal,can_id,dbc,message,dbc_dlc,candidate,relation,definition
ESP_brakeTorqueRR,0x185,dbc/Model3CAN.dbc.txt,ID185ESP_brakeTorque,8,ESP_brakeTorqueReR,仅位段相同候选，非语义确认；参数一致,"{""byte_order"": ""little_endian"", ""choices"": {""4095"": ""SNA""}, ""length"": 12, ""mux"": null, ""offset"": 0, ""scale"": 2, ""signed"": false, ""start"": 36, ""unit"": ""Nm""}"
ESP_brakeTorqueRR,0x185,dbc/tesla_model3.dbc,,,,无Message,
ESP_brakeTorqueRR,0x185,dbc/tesla_model3_ONYX.dbc.txt,ESP_brakeTorque,8,ESP_brakeTorqueRR,同名；参数一致,"{""byte_order"": ""little_endian"", ""choices"": {""4095"": ""SNA""}, ""length"": 12, ""mux"": null, ""offset"": 0, ""scale"": 2, ""signed"": false, ""start"": 36, ""unit"": ""Nm""}"
ESP_brakeTorqueRR,0x185,dbc/tesla_model3_party.dbc,,,,无Message,
ESP_brakeTorqueRR,0x185,dbc/tesla_model3_vehicle.dbc,,,,无Message,
ESP_brakeTorqueQF,0x185,dbc/Model3CAN.dbc,ID185ESP_brakeTorque,8,ESP_brakeTorqueQF,同名；参数一致,"{""byte_order"": ""little_endian"", ""choices"": {""0"": ""UNDEFINABLE_ACCURACY"", ""1"": ""IN_SPEC""}, ""length"": 1, ""mux"": null, ""offset"": 0, ""scale"": 1, ""signed"": false, ""start"": 50, ""unit"": null}"
ESP_brakeTorqueQF,0x185,dbc/Model3CAN.dbc.txt,ID185ESP_brakeTorque,8,ESP_brakeTorqueQF,同名；参数一致,"{""byte_order"": ""little_endian"", ""choices"": {""0"": ""UNDEFINABLE_ACCURACY"", ""1"": ""IN_SPEC""}, ""length"": 1, ""mux"": null, ""offset"": 0, ""scale"": 1, ""signed"": false, ""start"": 50, ""unit"": null}"
ESP_brakeTorqueQF,0x185,dbc/tesla_model3.dbc,,,,无Message,
ESP_brakeTorqueQF,0x185,dbc/tesla_model3_ONYX.dbc.txt,ESP_brakeTorque,8,ESP_brakeTorqueQF,同名；参数一致,"{""byte_order"": ""little_endian"", ""choices"": {""0"": ""UNDEFINABLE_ACCURACY"", ""1"": ""IN_SPEC""}, ""length"": 1, ""mux"": null, ""offset"": 0, ""scale"": 1, ""signed"": false, ""start"": 50, ""unit"": null}"
ESP_brakeTorqueQF,0x185,dbc/tesla_model3_party.dbc,,,,无Message,
ESP_brakeTorqueQF,0x185,dbc/tesla_model3_vehicle.dbc,,,,无Message,
