case,contrast,can_id,field,a_value,b_value,a_purity,b_purity,a_samples,b_samples,score
hvac,on_vs_off_pre,0x2A6,B0.b6,1,0,1.0,1.0,2800,400,100.0
hvac,on_vs_off_pre,0x2A7,B7.b0,1,0,1.0,1.0,2800,400,100.0
hvac,on_vs_off_pre,0x2A7,B7.b2,0,1,1.0,1.0,2800,400,100.0
hvac,on_vs_off_pre,0x2B4,B2.b3,0,1,1.0,1.0,2800,400,100.0
hvac,on_vs_off_pre,0x2BF,B5.b3,1,0,1.0,1.0,1400,200,100.0
hvac,on_vs_off_pre,0x2BF,B5.b4,1,0,1.0,1.0,1400,200,100.0
hvac,on_vs_off_pre,0x2D3,B4.b0,1,0,1.0,1.0,565,81,100.0
hvac,on_vs_off_pre,0x2D3,B4.b1,0,1,1.0,1.0,565,81,100.0
hvac,on_vs_off_pre,0x2D3,B5.b1,1,0,1.0,1.0,565,81,100.0
hvac,on_vs_off_pre,0x2D3,B7.b0,1,0,1.0,1.0,565,81,100.0
hvac,on_vs_off_pre,0x2D3,B7.b1,1,0,1.0,1.0,565,81,100.0
hvac,on_vs_off_pre,0x2D3,B7.b2,0,1,1.0,1.0,565,81,100.0
hvac,on_vs_off_pre,0x2F3,B3.b2,1,0,1.0,1.0,603,80,100.0
hvac,on_vs_off_pre,0x321,B1.b7,0,1,1.0,1.0,280,40,100.0
hvac,on_vs_off_pre,0x321,B2.b0,1,0,1.0,1.0,280,40,100.0
hvac,on_vs_off_pre,0x323,B4.b1,0,1,1.0,1.0,280,40,100.0
hvac,on_vs_off_pre,0x323,B4.b2,1,0,1.0,1.0,280,40,100.0
hvac,on_vs_off_pre,0x32A,B1.b1,0,1,1.0,1.0,56,8,100.0
hvac,on_vs_off_pre,0x353,B7.b1,0,1,1.0,1.0,280,40,100.0
hvac,on_vs_off_pre,0x353,B7.b3,0,1,1.0,1.0,280,40,100.0
hvac,on_vs_off_pre,0x353,B7.b4,0,1,1.0,1.0,280,40,100.0
hvac,on_vs_off_pre,0x353,B7.b5,0,1,1.0,1.0,280,40,100.0
hvac,on_vs_off_pre,0x353,B7.b6,0,1,1.0,1.0,280,40,100.0
hvac,on_vs_off_pre,0x353,B7.b7,0,1,1.0,1.0,280,40,100.0
hvac,on_vs_off_pre,0x361,B3.b0,0,1,1.0,1.0,280,40,100.0
hvac,on_vs_off_pre,0x361,B3.b1,0,1,1.0,1.0,280,40,100.0
hvac,on_vs_off_pre,0x361,B3.b2,1,0,1.0,1.0,280,40,100.0
hvac,on_vs_off_pre,0x383,B0.b1,1,0,1.0,1.0,2800,400,100.0
hvac,on_vs_off_pre,0x383,B7.b2,0,1,1.0,1.0,2800,400,100.0
hvac,on_vs_off_pre,0x3D2,B0.b7,1,0,1.0,1.0,280,40,100.0
hvac,on_vs_off_pre,0x401,B2.b6,1,0,1.0,1.0,10080,1440,100.0
hvac,on_vs_off_pre,0x401,B2.b7,0,1,1.0,1.0,10080,1440,100.0
hvac,on_vs_off_pre,0x421,B0.b4,1,0,1.0,1.0,2800,400,100.0
hvac,on_vs_off_pre,0x421,B0.b5,1,0,1.0,1.0,2800,400,100.0
hvac,on_vs_off_pre,0x421,B0.b7,1,0,1.0,1.0,2800,400,100.0
hvac,on_vs_off_pre,0x422,B0.b7,0,1,1.0,1.0,2800,400,100.0
hvac,on_vs_off_pre,0x452,B0.b1,1,0,1.0,1.0,280,40,100.0
hvac,on_vs_off_pre,0x452,B0.b2,1,0,1.0,1.0,280,40,100.0
hvac,on_vs_off_pre,0x452,B0.b3,1,0,1.0,1.0,280,40,100.0
hvac,on_vs_off_pre,0x452,B0.b4,1,0,1.0,1.0,280,40,100.0
hvac,on_vs_off_pre,0x452,B0.b5,0,1,1.0,1.0,280,40,100.0
hvac,on_vs_off_pre,0x61D,B0.b3,1,0,1.0,1.0,560,80,100.0
hvac,on_vs_off_post,0x282,B4.b7,0,1,0.99964,1.0,2799,1200,99.964
hvac,on_vs_off_post,0x282,B5.b0,0,1,0.99964,1.0,2799,1200,99.964
hvac,on_vs_off_post,0x282,B5.b1,0,1,0.99964,1.0,2799,1200,99.964
hvac,on_vs_off_post,0x282,B5.b2,1,0,0.99964,1.0,2799,1200,99.964
hvac,on_vs_off_pre,0x282,B4.b7,0,1,0.99964,1.0,2799,400,99.964
hvac,on_vs_off_pre,0x282,B5.b0,0,1,0.99964,1.0,2799,400,99.964
hvac,on_vs_off_pre,0x282,B5.b1,0,1,0.99964,1.0,2799,400,99.964
hvac,on_vs_off_pre,0x282,B5.b2,1,0,0.99964,1.0,2799,400,99.964
ac_charge,charging_vs_unplugged_post,0x2B4,B2.b4,1,0,0.99714,1.0,1050,450,99.714
ac_charge,charging_vs_unplugged_post,0x2D2,B0.b2,0,1,0.99714,1.0,1050,450,99.714
ac_charge,charging_vs_unplugged_pre,0x2B4,B2.b5,1,0,0.99714,1.0,1050,250,99.714
ac_charge,charging_vs_unplugged_pre,0x2D2,B0.b2,0,1,0.99714,1.0,1050,250,99.714
hvac,on_vs_off_post,0x23E,B3.b5,0,1,0.99743,0.99667,7000,3000,99.667
ac_charge,charging_vs_unplugged_post,0x23E,B3.b0,0,1,0.99581,1.0,2625,1125,99.581
hvac,on_vs_off_post,0x3F5,B2.b5,0,1,0.99362,1.0,2821,1200,99.362
hvac,on_vs_off_post,0x3F5,B2.b6,1,0,0.99362,1.0,2821,1200,99.362
hvac,on_vs_off_post,0x282,B1.b7,1,0,0.99214,1.0,2799,1200,99.214
hvac,on_vs_off_pre,0x282,B1.b7,1,0,0.99214,1.0,2799,400,99.214
ac_charge,charging_vs_unplugged_pre,0x40A,B0.b0,1,0,1.0,0.992,525,125,99.2
ac_charge,charging_vs_unplugged_pre,0x40A,B7.b0,0,1,1.0,0.992,525,125,99.2
ac_charge,charging_vs_unplugged_pre,0x40A,B7.b1,0,1,1.0,0.992,525,125,99.2
ac_charge,charging_vs_unplugged_pre,0x40A,B7.b2,0,1,1.0,0.992,525,125,99.2
ac_charge,charging_vs_unplugged_pre,0x40A,B7.b3,0,1,1.0,0.992,525,125,99.2
hvac,on_vs_off_post,0x20C,B5.b5,1,0,0.995,0.99167,2799,1200,99.167
hvac,on_vs_off_post,0x20C,B5.b6,0,1,0.995,0.99167,2799,1200,99.167
hvac,on_vs_off_post,0x321,B3.b1,1,0,0.99643,0.99167,280,120,99.167
hvac,on_vs_off_post,0x321,B3.b2,0,1,0.99643,0.99167,280,120,99.167
ac_charge,charging_vs_unplugged_pre,0x321,B0.b2,0,1,0.99048,1.0,105,25,99.048
ac_charge,charging_vs_unplugged_pre,0x321,B0.b3,1,0,0.99048,1.0,105,25,99.048
hvac,on_vs_off_post,0x2F3,B2.b1,1,0,0.99005,1.0,603,240,99.005
ac_charge,charging_vs_unplugged_post,0x23E,B7.b0,0,1,0.98933,1.0,2625,1125,98.933
ac_charge,charging_vs_unplugged_post,0x23E,B3.b4,0,1,0.98781,1.0,2625,1125,98.781
ac_charge,plugged_wait_vs_unplugged_pre,0x2B4,B2.b1,1,0,0.9875,1.0,400,250,98.75
ac_charge,plugged_wait_vs_unplugged_pre,0x2B4,B2.b2,1,0,0.9875,1.0,400,250,98.75
ac_charge,plugged_wait_vs_unplugged_pre,0x2B4,B2.b3,0,1,0.9875,1.0,400,250,98.75
hvac,on_vs_off_pre,0x289,B1.b1,0,1,0.98571,1.0,2800,400,98.571
hvac,on_vs_off_post,0x273,B4.b5,0,1,0.98529,1.0,612,240,98.529
hvac,on_vs_off_post,0x273,B4.b6,1,0,0.98529,1.0,612,240,98.529
ac_charge,plugged_wait_vs_unplugged_pre,0x23E,B7.b0,1,0,0.994,0.984,1000,625,98.4
ac_charge,charging_vs_unplugged_post,0x292,B6.b2,1,0,0.9819,1.0,1050,450,98.19
ac_charge,charging_vs_unplugged_pre,0x292,B6.b2,1,0,0.9819,1.0,1050,250,98.19
ac_charge,charging_vs_unplugged_pre,0x473,B2.b2,0,1,1.0,0.98077,212,52,98.077
ac_charge,charging_vs_unplugged_pre,0x473,B2.b3,0,1,1.0,0.98077,212,52,98.077
ac_charge,charging_vs_unplugged_pre,0x23E,B3.b5,0,1,0.99314,0.9792,2625,625,97.92
ac_charge,charging_vs_unplugged_pre,0x23E,B3.b6,1,0,0.99314,0.9792,2625,625,97.92
ac_charge,charging_vs_unplugged_post,0x383,B5.b6,1,0,0.97619,1.0,1050,450,97.619
hvac,on_vs_off_post,0x323,B0.b1,1,0,0.975,1.0,280,120,97.5
hvac,on_vs_off_post,0x361,B0.b1,1,0,0.975,1.0,280,120,97.5
hvac,on_vs_off_pre,0x323,B0.b1,1,0,0.975,1.0,280,40,97.5
hvac,on_vs_off_pre,0x361,B0.b1,1,0,0.975,1.0,280,40,97.5
ac_charge,plugged_wait_vs_unplugged_pre,0x23E,B3.b0,1,0,1.0,0.9744,1000,625,97.44
hvac,on_vs_off_post,0x289,B2.b0,0,1,0.97321,1.0,2800,1200,97.321
hvac,on_vs_off_pre,0x289,B2.b0,0,1,0.97321,1.0,2800,400,97.321
hvac,on_vs_off_pre,0x401,B4.b6,1,0,0.97222,1.0,10080,1440,97.222
hvac,on_vs_off_pre,0x401,B4.b7,0,1,1.0,0.97222,10080,1440,97.222
hvac,on_vs_off_pre,0x401,B6.b6,1,0,0.97222,1.0,10080,1440,97.222
hvac,on_vs_off_pre,0x401,B6.b7,0,1,1.0,0.97222,10080,1440,97.222
ac_charge,charging_vs_unplugged_post,0x401,B5.b0,1,0,0.97221,1.0,3779,1620,97.221
ac_charge,charging_vs_unplugged_post,0x401,B7.b0,1,0,0.97221,1.0,3779,1620,97.221
ac_charge,charging_vs_unplugged_pre,0x401,B5.b0,1,0,0.97221,1.0,3779,900,97.221
ac_charge,charging_vs_unplugged_pre,0x401,B7.b0,1,0,0.97221,1.0,3779,900,97.221
ac_charge,charging_vs_unplugged_post,0x2A4,B3.b1,0,1,0.97143,1.0,105,45,97.143
hvac,on_vs_off_post,0x2F3,B0.b3,1,0,0.97015,1.0,603,240,97.015
hvac,on_vs_off_post,0x2F3,B0.b4,0,1,0.97015,1.0,603,240,97.015
hvac,on_vs_off_post,0x2F3,B1.b3,1,0,0.97015,1.0,603,240,97.015
hvac,on_vs_off_post,0x2F3,B1.b4,0,1,0.97015,1.0,603,240,97.015
ac_charge,charging_vs_unplugged_post,0x264,B3.b2,1,0,0.96571,1.0,1050,450,96.571
ac_charge,charging_vs_unplugged_pre,0x264,B3.b2,1,0,0.96571,1.0,1050,250,96.571
ac_charge,charging_vs_unplugged_post,0x264,B3.b1,1,0,0.96476,1.0,1050,450,96.476
ac_charge,charging_vs_unplugged_pre,0x264,B3.b1,1,0,0.96476,1.0,1050,250,96.476
ac_charge,charging_vs_unplugged_post,0x383,B4.b4,0,1,0.96381,1.0,1050,450,96.381
ac_charge,charging_vs_unplugged_post,0x2B4,B2.b3,1,0,0.96286,1.0,1050,450,96.286
hvac,on_vs_off_post,0x323,B3.b0,1,0,0.96071,1.0,280,120,96.071
hvac,on_vs_off_pre,0x321,B0.b6,1,0,0.96071,1.0,280,40,96.071
hvac,on_vs_off_pre,0x323,B3.b0,1,0,0.96071,1.0,280,40,96.071
ac_charge,plugged_wait_vs_unplugged_pre,0x2B4,B4.b5,1,0,1.0,0.956,400,250,95.6
ac_charge,plugged_wait_vs_unplugged_pre,0x2B4,B4.b6,0,1,1.0,0.956,400,250,95.6
hvac,on_vs_off_post,0x323,B0.b0,1,0,0.95357,1.0,280,120,95.357
hvac,on_vs_off_pre,0x323,B0.b0,1,0,0.95357,1.0,280,40,95.357
ac_charge,charging_vs_unplugged_post,0x32A,B2.b5,0,1,0.95238,1.0,21,9,95.238
ac_charge,charging_vs_unplugged_pre,0x32A,B2.b5,0,1,0.95238,1.0,21,5,95.238
ac_charge,charging_vs_unplugged_pre,0x3E2,B3.b4,1,0,1.0,0.952,525,125,95.2
ac_charge,charging_vs_unplugged_pre,0x3E2,B3.b5,0,1,1.0,0.952,525,125,95.2
hvac,on_vs_off_pre,0x132,B0.b6,0,1,0.96975,0.95199,28000,3999,95.199
ac_charge,plugged_wait_vs_unplugged_pre,0x2A4,B0.b3,0,1,0.95,1.0,40,25,95.0
ac_charge,plugged_wait_vs_unplugged_pre,0x321,B0.b0,0,1,0.95,1.0,40,25,95.0
ac_charge,plugged_wait_vs_unplugged_pre,0x321,B7.b0,1,0,0.95,1.0,40,25,95.0
ac_charge,plugged_wait_vs_unplugged_pre,0x321,B7.b1,1,0,0.95,1.0,40,25,95.0
ac_charge,plugged_wait_vs_unplugged_pre,0x321,B7.b2,0,1,0.95,0.96,40,25,95.0
ac_charge,plugged_wait_vs_unplugged_pre,0x38D,B1.b1,1,0,0.95,1.0,40,25,95.0
