case,contrast,can_id,field,a_mode,b_mode,a_purity,b_purity,a_unique,b_unique,a_median,b_median,effect_size,a_samples,b_samples,score
hvac,on_vs_off_pre,0x289,B4,144,134,0.1,0.1,13,13,146.0,146.0,0.0,2800,400,-3.888
hvac,on_vs_off_post,0x3C0,B0,7,0,0.09107,0.09167,11,11,5.0,5.0,0.00188,2800,1200,-3.905
hvac,on_vs_off_pre,0x3C0,B0,7,4,0.09107,0.0925,11,11,5.0,5.0,0.00102,2800,400,-3.922
hvac,on_vs_off_post,0x360,B0,10,3,0.09107,0.09167,11,11,5.0,5.0,0.0006,2800,1200,-3.93
hvac,on_vs_off_post,0x719,B0,13,1,0.09091,0.09129,11,11,19,19,0.00075,5599,2399,-3.937
hvac,on_vs_off_pre,0x719,B0,13,22,0.09091,0.09125,11,11,19,19.0,0.00074,5599,800,-3.937
hvac,on_vs_off_post,0x782,B0,99,14,0.0101,0.02222,99,45,49,36,0.51494,99,45,-4.025
hvac,on_vs_off_pre,0x528,B3,211,71,0.00714,0.025,256,40,139.5,90.5,0.62416,280,40,-4.169
hvac,on_vs_off_post,0x727,B0,8,6,0.08571,0.08333,12,12,6.0,5.5,0.01652,280,120,-4.326
hvac,on_vs_off_pre,0x324,B1,41,7,0.00714,0.025,199,40,119.0,83.0,0.58211,280,40,-4.371
hvac,on_vs_off_pre,0x38B,B2,55,79,0.06406,0.075,16,16,71,79.0,0.113,281,40,-4.386
hvac,on_vs_off_pre,0x726,B0,3,13,0.06786,0.075,15,15,7.0,6.0,0.09142,280,40,-4.402
hvac,on_vs_off_pre,0x379,B0,4,8,0.0836,0.085,12,12,5,6.0,0.01174,2799,400,-4.406
hvac,on_vs_off_pre,0x340,B0,10,2,0.08357,0.085,12,12,5.5,5.0,0.00579,2800,400,-4.527
hvac,on_vs_off_post,0x301,B0,17,24,0.07857,0.08333,13,13,19.0,19.0,0.03195,280,120,-4.534
hvac,on_vs_off_post,0x302,B0,17,24,0.07857,0.08333,13,13,19.0,19.0,0.03195,280,120,-4.534
hvac,on_vs_off_post,0x303,B0,17,24,0.07857,0.08333,13,13,19.0,19.0,0.03195,280,120,-4.534
hvac,on_vs_off_post,0x3F2,B0,3,1,0.08571,0.08333,12,12,5.0,5.5,0.00416,280,120,-4.574
hvac,on_vs_off_post,0x2F1,B1,0,1,0.15821,0.15917,70,57,17.0,17.0,0.02392,2800,1200,-4.585
hvac,on_vs_off_post,0x379,B0,4,8,0.0836,0.0834,12,12,5,5,0.00021,2799,1199,-4.648
hvac,on_vs_off_post,0x340,B0,10,2,0.08357,0.08333,12,12,5.5,5.5,0.0,2800,1200,-4.657
hvac,on_vs_off_post,0x3C9,B0,10,8,0.08571,0.08333,12,12,5.5,5.5,0.0,280,120,-4.657
hvac,on_vs_off_pre,0x3C4,B0,18,17,0.08333,0.08333,12,12,19.0,19.0,0.0,336,48,-4.657
hvac,on_vs_off_pre,0x2B3,B0,6,3,0.05894,0.06006,44,20,13.0,10.0,0.19577,4666,666,-5.071
hvac,on_vs_off_pre,0x301,B0,17,20,0.07857,0.1,13,13,19.0,19.0,0.00146,280,40,-5.144
hvac,on_vs_off_pre,0x302,B0,17,20,0.07857,0.1,13,13,19.0,19.0,0.00146,280,40,-5.144
hvac,on_vs_off_pre,0x303,B0,17,20,0.07857,0.1,13,13,19.0,19.0,0.00146,280,40,-5.144
hvac,on_vs_off_post,0x752,B0,9,1,0.07143,0.075,14,14,6.5,6.0,0.03322,280,120,-5.152
hvac,on_vs_off_pre,0x321,B6,16,80,0.06429,0.075,16,16,112.0,128.0,0.0628,280,40,-5.376
hvac,on_vs_off_pre,0x40A,B7,64,128,0.06286,0.065,16,16,120.0,128.0,0.03477,1400,200,-6.023
hvac,on_vs_off_pre,0x2C4,B0,1,73,0.04786,0.0475,38,30,23.0,22.0,0.18729,2800,400,-6.107
hvac,on_vs_off_pre,0x39B,B6,177,1,0.0636,0.07407,16,16,129.0,113,0.02763,566,81,-6.121
hvac,on_vs_off_pre,0x31A,B6,48,112,0.06286,0.065,16,16,112.0,128.0,0.02734,1400,200,-6.171
hvac,on_vs_off_pre,0x40A,B6,48,112,0.06286,0.065,16,16,112.0,128.0,0.02734,1400,200,-6.171
hvac,on_vs_off_pre,0x2B3,B1,109,70,0.06237,0.06006,150,25,109.0,85.0,0.28624,4666,666,-6.183
hvac,on_vs_off_post,0x726,B0,3,13,0.06786,0.06667,15,15,7.0,7.0,0.00416,280,120,-6.219
hvac,on_vs_off_post,0x39B,B7,12,204,0.0636,0.06612,16,16,124.0,140.0,0.02043,566,242,-6.265
hvac,on_vs_off_pre,0x31A,B7,170,234,0.06286,0.065,16,16,138.0,122.0,0.01978,1400,200,-6.323
hvac,on_vs_off_post,0x3E9,B7,255,191,0.0636,0.06612,16,16,127.0,143.0,0.0148,566,242,-6.377
hvac,on_vs_off_post,0x3E9,B6,160,96,0.0636,0.06612,16,16,128.0,112.0,0.01329,566,242,-6.407
hvac,on_vs_off_post,0x38B,B2,55,87,0.06406,0.06667,16,16,71,71.0,0.01154,281,120,-6.415
hvac,on_vs_off_post,0x39D,B0,231,217,0.06257,0.06267,18,18,223.0,223.0,0.02921,7000,3000,-6.494
hvac,on_vs_off_pre,0x3E9,B6,160,240,0.0636,0.07407,16,16,128.0,128,0.00857,566,81,-6.502
hvac,on_vs_off_post,0x39B,B6,177,113,0.0636,0.06612,16,16,129.0,121.0,0.00765,566,242,-6.52
hvac,on_vs_off_post,0x321,B6,16,48,0.06429,0.06667,16,16,112.0,112.0,0.00418,280,120,-6.549
hvac,on_vs_off_pre,0x39B,B7,12,92,0.0636,0.07407,16,16,124.0,124,0.0048,566,81,-6.577
hvac,on_vs_off_post,0x40A,B7,64,224,0.06286,0.06333,16,16,120.0,112.0,0.00579,1400,600,-6.602
hvac,on_vs_off_pre,0x3E9,B7,255,79,0.0636,0.07407,16,16,127.0,127,0.0017,566,81,-6.639
hvac,on_vs_off_post,0x31A,B7,170,74,0.06286,0.06333,16,16,138.0,130.0,0.00248,1400,600,-6.668
hvac,on_vs_off_post,0x284,B6,112,176,0.0625,0.06639,16,16,120.0,128,0.00315,560,241,-6.676
hvac,on_vs_off_post,0x31A,B6,48,208,0.06286,0.06333,16,16,112.0,112.0,0.00165,1400,600,-6.685
hvac,on_vs_off_post,0x40A,B6,48,208,0.06286,0.06333,16,16,112.0,112.0,0.00165,1400,600,-6.685
hvac,on_vs_off_post,0x284,B7,110,174,0.0625,0.06639,16,16,134.0,142,0.00225,560,241,-6.694
hvac,on_vs_off_post,0x3AE,B7,42,185,0.06252,0.06272,16,16,137.0,137,0.00148,7406,3173,-6.709
hvac,on_vs_off_post,0x39D,B1,95,81,0.06257,0.06267,16,16,87.0,87.0,0.00099,7000,3000,-6.715
hvac,on_vs_off_pre,0x39D,B1,95,83,0.06257,0.063,16,16,87.0,87.0,0.00099,7000,1000,-6.715
hvac,on_vs_off_post,0x318,B6,55,63,0.06252,0.06255,16,16,47,47,0.00098,2799,1199,-6.719
hvac,on_vs_off_post,0x3AE,B6,225,112,0.06252,0.06272,16,16,112.0,128,0.00081,7406,3173,-6.722
hvac,on_vs_off_pre,0x3AE,B7,42,201,0.06252,0.06339,16,16,137.0,137,0.00051,7406,1057,-6.728
hvac,on_vs_off_post,0x441,B6,53,21,0.06251,0.06253,16,16,29,32,0.0005,5599,2399,-6.729
hvac,on_vs_off_pre,0x3AE,B6,225,128,0.06252,0.06339,16,16,112.0,128,0.00039,7406,1057,-6.731
hvac,on_vs_off_post,0x234,B6,148,52,0.06266,0.0625,16,16,128.0,122.0,0.00015,5602,2400,-6.736
hvac,on_vs_off_post,0x2EC,B1,96,144,0.06252,0.0625,16,16,128,120.0,0.00019,2799,1200,-6.736
hvac,on_vs_off_pre,0x2EC,B1,96,224,0.06252,0.0625,16,16,128,120.0,0.00019,2799,400,-6.736
hvac,on_vs_off_pre,0x318,B6,55,39,0.06252,0.0625,16,16,47,48.0,0.00019,2799,400,-6.736
hvac,on_vs_off_post,0x2EC,B2,125,173,0.06252,0.0625,16,16,141,133.0,0.00012,2799,1200,-6.737
hvac,on_vs_off_pre,0x2EC,B2,125,253,0.06252,0.0625,16,16,141,133.0,0.00012,2799,400,-6.737
hvac,on_vs_off_post,0x129,B1,46,38,0.0625,0.0625,16,16,39,39.5,4e-05,27999,12000,-6.739
hvac,on_vs_off_post,0x213,B0,16,80,0.0625,0.0625,16,16,120.0,120.0,0.0,560,240,-6.74
hvac,on_vs_off_post,0x213,B1,37,101,0.0625,0.0625,16,16,125.0,125.0,0.0,560,240,-6.74
hvac,on_vs_off_post,0x221,B6,177,49,0.0625,0.0625,16,16,120.5,120.5,0.0,5600,2400,-6.74
hvac,on_vs_off_post,0x221,B7,175,47,0.0625,0.0625,16,16,126.5,126.5,0.0,5600,2400,-6.74
hvac,on_vs_off_post,0x228,B6,97,161,0.0625,0.0625,16,16,121.0,121.0,0.0,2800,1200,-6.74
hvac,on_vs_off_post,0x228,B7,132,196,0.0625,0.0625,16,16,124.0,124.0,0.0,2800,1200,-6.74
hvac,on_vs_off_post,0x229,B0,67,76,0.0625,0.0625,16,16,74.5,74.5,0.0,2800,1200,-6.74
hvac,on_vs_off_post,0x229,B1,4,8,0.0625,0.0625,16,16,7.5,7.5,0.0,2800,1200,-6.74
hvac,on_vs_off_post,0x238,B6,54,134,0.0625,0.0625,16,16,126.0,126.0,0.0,560,240,-6.74
hvac,on_vs_off_post,0x238,B7,26,106,0.0625,0.0625,16,16,130.0,130.0,0.0,560,240,-6.74
hvac,on_vs_off_post,0x249,B1,3,11,0.0625,0.0625,16,16,7.5,7.5,0.0,5600,2400,-6.74
hvac,on_vs_off_post,0x25B,B6,128,192,0.0625,0.0625,16,16,120.0,120.0,0.0,2800,1200,-6.74
hvac,on_vs_off_post,0x25B,B7,101,165,0.0625,0.0625,16,16,125.0,125.0,0.0,2800,1200,-6.74
hvac,on_vs_off_post,0x288,B6,113,177,0.0625,0.0625,16,16,121.0,121.0,0.0,2800,1200,-6.74
hvac,on_vs_off_post,0x288,B7,244,52,0.0625,0.0625,16,16,124.0,124.0,0.0,2800,1200,-6.74
hvac,on_vs_off_post,0x293,B6,207,15,0.0625,0.0625,16,16,135.0,135.0,0.0,560,240,-6.74
hvac,on_vs_off_post,0x293,B7,127,191,0.0625,0.0625,16,16,135.0,135.0,0.0,560,240,-6.74
hvac,on_vs_off_post,0x2A8,B6,160,224,0.0625,0.0625,16,16,120.0,120.0,0.0,2800,1200,-6.74
hvac,on_vs_off_post,0x2A8,B7,98,162,0.0625,0.0625,16,16,122.0,122.0,0.0,2800,1200,-6.74
hvac,on_vs_off_post,0x2AA,B1,96,160,0.0625,0.0625,16,16,120.0,120.0,0.0,2800,1200,-6.74
hvac,on_vs_off_post,0x2AA,B2,59,123,0.0625,0.0625,16,16,131.0,131.0,0.0,2800,1200,-6.74
hvac,on_vs_off_post,0x2E8,B6,144,208,0.0625,0.0625,16,16,120.0,120.0,0.0,2800,1200,-6.74
hvac,on_vs_off_post,0x2E8,B7,146,210,0.0625,0.0625,16,16,122.0,122.0,0.0,2800,1200,-6.74
hvac,on_vs_off_post,0x313,B6,160,224,0.0625,0.0625,16,16,120.0,120.0,0.0,560,240,-6.74
hvac,on_vs_off_post,0x313,B7,133,197,0.0625,0.0625,16,16,125.0,125.0,0.0,560,240,-6.74
hvac,on_vs_off_post,0x334,B6,81,145,0.0625,0.0625,16,16,121.0,121.0,0.0,560,240,-6.74
hvac,on_vs_off_post,0x334,B7,148,212,0.0625,0.0625,16,16,124.0,124.0,0.0,560,240,-6.74
hvac,on_vs_off_post,0x3A1,B6,208,80,0.0625,0.0625,16,16,121.0,121.0,0.0,5600,2400,-6.74
hvac,on_vs_off_post,0x407,B0,12,16,0.0625,0.0625,16,16,18.5,18.5,0.0,560,240,-6.74
hvac,on_vs_off_post,0x407,B1,1,5,0.0625,0.0625,16,16,7.5,7.5,0.0,560,240,-6.74
hvac,on_vs_off_post,0x443,B0,108,112,0.0625,0.0625,16,16,114.5,114.5,0.0,560,240,-6.74
hvac,on_vs_off_post,0x443,B1,1,5,0.0625,0.0625,16,16,7.5,7.5,0.0,560,240,-6.74
hvac,on_vs_off_post,0x552,B6,96,160,0.0625,0.0625,16,16,120.0,120.0,0.0,2800,1200,-6.74
hvac,on_vs_off_post,0x552,B7,183,247,0.0625,0.0625,16,16,127.0,127.0,0.0,2800,1200,-6.74
hvac,on_vs_off_post,0x553,B6,96,160,0.0625,0.0625,16,16,120.0,120.0,0.0,2800,1200,-6.74
hvac,on_vs_off_post,0x553,B7,184,248,0.0625,0.0625,16,16,128.0,128.0,0.0,2800,1200,-6.74
hvac,on_vs_off_post,0x682,B6,96,176,0.0625,0.0625,16,16,120.0,120.0,0.0,2800,1200,-6.74
hvac,on_vs_off_post,0x682,B7,135,215,0.0625,0.0625,16,16,127.0,127.0,0.0,2800,1200,-6.74
hvac,on_vs_off_post,0x789,B2,96,160,0.0625,0.0625,16,16,120.0,120.0,0.0,2800,1200,-6.74
hvac,on_vs_off_post,0x789,B3,199,7,0.0625,0.0625,16,16,127.0,127.0,0.0,2800,1200,-6.74
hvac,on_vs_off_post,0x797,B2,96,160,0.0625,0.0625,16,16,120.0,120.0,0.0,2800,1200,-6.74
hvac,on_vs_off_post,0x797,B3,24,88,0.0625,0.0625,16,16,128.0,128.0,0.0,2800,1200,-6.74
hvac,on_vs_off_post,0x798,B6,96,160,0.0625,0.0625,16,16,120.0,120.0,0.0,2800,1200,-6.74
hvac,on_vs_off_post,0x7B8,B6,80,144,0.0625,0.0625,16,16,120.0,120.0,0.0,2800,1200,-6.74
hvac,on_vs_off_pre,0x213,B0,16,144,0.0625,0.0625,16,16,120.0,120.0,0.0,560,80,-6.74
hvac,on_vs_off_pre,0x213,B1,37,165,0.0625,0.0625,16,16,125.0,125.0,0.0,560,80,-6.74
hvac,on_vs_off_pre,0x221,B6,177,192,0.0625,0.0625,16,16,120.5,120.5,0.0,5600,800,-6.74
hvac,on_vs_off_pre,0x221,B7,175,206,0.0625,0.0625,16,16,126.5,126.5,0.0,5600,800,-6.74
hvac,on_vs_off_pre,0x228,B6,97,241,0.0625,0.0625,16,16,121.0,121.0,0.0,2800,400,-6.74
hvac,on_vs_off_pre,0x228,B7,132,20,0.0625,0.0625,16,16,124.0,124.0,0.0,2800,400,-6.74
hvac,on_vs_off_pre,0x229,B0,67,73,0.0625,0.0625,16,16,74.5,74.5,0.0,2800,400,-6.74
hvac,on_vs_off_pre,0x229,B1,4,12,0.0625,0.0625,16,16,7.5,7.5,0.0,2800,400,-6.74
hvac,on_vs_off_pre,0x238,B6,54,182,0.0625,0.0625,16,16,126.0,126.0,0.0,560,80,-6.74
hvac,on_vs_off_pre,0x238,B7,26,154,0.0625,0.0625,16,16,130.0,130.0,0.0,560,80,-6.74
hvac,on_vs_off_pre,0x25B,B6,128,0,0.0625,0.0625,16,16,120.0,120.0,0.0,2800,400,-6.74
hvac,on_vs_off_pre,0x25B,B7,101,229,0.0625,0.0625,16,16,125.0,125.0,0.0,2800,400,-6.74
hvac,on_vs_off_pre,0x284,B6,112,240,0.0625,0.0625,16,16,120.0,120.0,0.0,560,80,-6.74
hvac,on_vs_off_pre,0x284,B7,110,238,0.0625,0.0625,16,16,134.0,134.0,0.0,560,80,-6.74
hvac,on_vs_off_pre,0x288,B6,113,241,0.0625,0.0625,16,16,121.0,121.0,0.0,2800,400,-6.74
hvac,on_vs_off_pre,0x288,B7,244,116,0.0625,0.0625,16,16,124.0,124.0,0.0,2800,400,-6.74
hvac,on_vs_off_pre,0x293,B6,207,79,0.0625,0.0625,16,16,135.0,135.0,0.0,560,80,-6.74
hvac,on_vs_off_pre,0x293,B7,127,255,0.0625,0.0625,16,16,135.0,135.0,0.0,560,80,-6.74
hvac,on_vs_off_pre,0x2A8,B6,160,32,0.0625,0.0625,16,16,120.0,120.0,0.0,2800,400,-6.74
hvac,on_vs_off_pre,0x2A8,B7,98,226,0.0625,0.0625,16,16,122.0,122.0,0.0,2800,400,-6.74
hvac,on_vs_off_pre,0x2AA,B1,96,224,0.0625,0.0625,16,16,120.0,120.0,0.0,2800,400,-6.74
hvac,on_vs_off_pre,0x2AA,B2,59,187,0.0625,0.0625,16,16,131.0,131.0,0.0,2800,400,-6.74
hvac,on_vs_off_pre,0x2E8,B6,144,16,0.0625,0.0625,16,16,120.0,120.0,0.0,2800,400,-6.74
hvac,on_vs_off_pre,0x2E8,B7,146,18,0.0625,0.0625,16,16,122.0,122.0,0.0,2800,400,-6.74
hvac,on_vs_off_pre,0x313,B6,160,32,0.0625,0.0625,16,16,120.0,120.0,0.0,560,80,-6.74
hvac,on_vs_off_pre,0x313,B7,133,5,0.0625,0.0625,16,16,125.0,125.0,0.0,560,80,-6.74
hvac,on_vs_off_pre,0x334,B6,81,193,0.0625,0.0625,16,16,121.0,121.0,0.0,560,80,-6.74
hvac,on_vs_off_pre,0x334,B7,148,4,0.0625,0.0625,16,16,124.0,124.0,0.0,560,80,-6.74
hvac,on_vs_off_pre,0x407,B0,12,20,0.0625,0.0625,16,16,18.5,18.5,0.0,560,80,-6.74
hvac,on_vs_off_pre,0x407,B1,1,9,0.0625,0.0625,16,16,7.5,7.5,0.0,560,80,-6.74
hvac,on_vs_off_pre,0x443,B0,108,116,0.0625,0.0625,16,16,114.5,114.5,0.0,560,80,-6.74
hvac,on_vs_off_pre,0x443,B1,1,9,0.0625,0.0625,16,16,7.5,7.5,0.0,560,80,-6.74
hvac,on_vs_off_pre,0x552,B6,96,224,0.0625,0.0625,16,16,120.0,120.0,0.0,2800,400,-6.74
hvac,on_vs_off_pre,0x552,B7,183,55,0.0625,0.0625,16,16,127.0,127.0,0.0,2800,400,-6.74
hvac,on_vs_off_pre,0x553,B6,96,224,0.0625,0.0625,16,16,120.0,120.0,0.0,2800,400,-6.74
hvac,on_vs_off_pre,0x553,B7,184,56,0.0625,0.0625,16,16,128.0,128.0,0.0,2800,400,-6.74
hvac,on_vs_off_pre,0x682,B6,96,240,0.0625,0.0625,16,16,120.0,120.0,0.0,2800,400,-6.74
hvac,on_vs_off_pre,0x682,B7,135,23,0.0625,0.0625,16,16,127.0,127.0,0.0,2800,400,-6.74
hvac,on_vs_off_pre,0x789,B2,96,224,0.0625,0.0625,16,16,120.0,120.0,0.0,2800,400,-6.74
hvac,on_vs_off_pre,0x789,B3,199,71,0.0625,0.0625,16,16,127.0,127.0,0.0,2800,400,-6.74
hvac,on_vs_off_pre,0x797,B2,96,224,0.0625,0.0625,16,16,120.0,120.0,0.0,2800,400,-6.74
hvac,on_vs_off_pre,0x797,B3,24,152,0.0625,0.0625,16,16,128.0,128.0,0.0,2800,400,-6.74
hvac,on_vs_off_pre,0x798,B6,96,224,0.0625,0.0625,16,16,120.0,120.0,0.0,2800,400,-6.74
hvac,on_vs_off_pre,0x7B8,B6,80,224,0.0625,0.0625,16,16,120.0,120.0,0.0,2800,400,-6.74
hvac,on_vs_off_pre,0x39D,B0,231,219,0.06257,0.063,18,16,223.0,223.0,0.00296,7000,1000,-6.853
hvac,on_vs_off_post,0x3F2,B1,153,93,0.09286,0.08333,62,21,125.5,137.0,0.06928,280,120,-6.907
hvac,on_vs_off_pre,0x3F2,B1,153,110,0.09286,0.175,62,13,125.5,110.0,0.02154,280,40,-6.99
hvac,on_vs_off_pre,0x319,B0,41,20,0.05,0.05,21,21,31.0,31.5,0.06224,280,40,-7.039
hvac,on_vs_off_pre,0x2F1,B0,13,1,0.05286,0.055,20,19,9.0,9.0,0.01492,2800,400,-7.597
hvac,on_vs_off_post,0x319,B0,41,33,0.05,0.05,21,21,31.0,31.0,0.03376,280,120,-7.608
hvac,on_vs_off_post,0x2F1,B0,13,8,0.05286,0.05333,20,19,9.0,9.0,0.01384,2800,1200,-7.618
hvac,on_vs_off_post,0x2C4,B0,1,37,0.04786,0.04833,38,29,23.0,23.0,0.07734,2800,1200,-8.24
hvac,on_vs_off_post,0x2B3,B1,109,140,0.06237,0.076,150,37,109.0,85.0,0.18225,4666,2000,-8.322
hvac,on_vs_off_post,0x2B3,B0,6,1,0.05894,0.059,44,20,13.0,12.0,0.02908,4666,2000,-8.405
hvac,on_vs_off_post,0x782,B1,64,53,0.06061,0.06667,78,38,118,120,0.07639,99,45,-9.122
hvac,on_vs_off_pre,0x359,B0,1,134,0.03857,0.04,26,26,16.0,16.0,0.00661,2800,400,-9.464
hvac,on_vs_off_pre,0x38B,B4,9,96,0.0427,0.075,61,24,128,96.0,0.06602,281,40,-9.48
hvac,on_vs_off_post,0x359,B0,1,10,0.03857,0.03917,26,26,16.0,16.0,0.00118,2800,1200,-9.573
hvac,on_vs_off_pre,0x23E,B6,143,207,0.061,0.06206,57,32,133.0,133,0.00139,7000,999,-9.812
hvac,on_vs_off_post,0x23E,B6,143,159,0.061,0.062,57,34,133.0,143.0,0.00278,7000,3000,-9.85
hvac,on_vs_off_pre,0x782,B0,99,48,0.0101,0.07143,99,14,49,54.5,0.1812,99,14,-9.978
hvac,on_vs_off_pre,0x545,B6,48,16,0.04173,0.04208,32,32,121.0,121.0,0.00184,8484,1212,-9.983
hvac,on_vs_off_post,0x23A,B0,15,4,0.02867,0.03333,38,38,19,17.5,0.06613,279,120,-9.988
hvac,on_vs_off_post,0x545,B6,48,0,0.04173,0.0418,32,32,121.0,121.0,0.00041,8484,3636,-10.011
hvac,on_vs_off_post,0x381,B0,24,48,0.03716,0.0372,43,29,24,23,0.02017,7777,3333,-10.238
hvac,on_vs_off_pre,0x324,B0,90,56,0.01786,0.075,173,38,117.0,138.5,0.23527,280,40,-10.293
hvac,on_vs_off_pre,0x709,B0,14,27,0.03122,0.03101,33,33,18,18,0.00457,897,129,-10.662
hvac,on_vs_off_pre,0x23A,B0,15,27,0.02867,0.05,38,38,19,19.5,0.03098,279,40,-10.691
hvac,on_vs_off_post,0x709,B0,14,12,0.03122,0.03125,33,33,18,18.0,0.00015,897,384,-10.738
hvac,on_vs_off_pre,0x129,B0,63,146,0.05429,0.05775,60,59,132,132.0,0.01684,27999,4000,-10.768
hvac,on_vs_off_post,0x38B,B4,9,16,0.0427,0.05833,61,43,128,115.5,0.02801,281,120,-10.839
hvac,on_vs_off_post,0x129,B0,63,146,0.05429,0.05567,60,60,132,124.0,0.00821,27999,12000,-10.966
hvac,on_vs_off_post,0x318,B7,204,211,0.01786,0.01835,89,87,209,213,0.16606,2799,1199,-11.135
hvac,on_vs_off_post,0x401,B0,5,6,0.02778,0.02778,36,36,17.5,18,0.00028,10080,4319,-11.199
hvac,on_vs_off_post,0x441,B7,137,113,0.03894,0.06253,68,44,97,97,0.02197,5599,2399,-11.407
hvac,on_vs_off_pre,0x441,B7,137,146,0.03894,0.0625,68,38,97,85.0,0.00138,5599,800,-11.655
hvac,on_vs_off_post,0x132,B0,21,23,0.03186,0.03592,106,78,26.0,23.0,0.08128,28000,12000,-12.124
hvac,on_vs_off_pre,0x321,B7,135,13,0.01786,0.075,153,24,134.5,109.0,0.10555,280,40,-12.363
hvac,on_vs_off_pre,0x261,B6,154,192,0.02086,0.0212,48,48,128,128.0,0.00199,17499,2500,-12.433
hvac,on_vs_off_post,0x261,B6,154,226,0.02086,0.02093,48,48,128,122.0,0.00056,17499,7500,-12.461
hvac,on_vs_off_post,0x318,B2,15,25,0.01786,0.01668,60,60,30,30,0.0373,2799,1199,-12.641
hvac,on_vs_off_pre,0x234,B7,237,109,0.05373,0.0575,244,98,127.0,127.5,0.07414,5602,800,-12.807
hvac,on_vs_off_post,0x324,B0,90,79,0.01786,0.025,173,98,117.0,132.5,0.10317,280,120,-13.683
hvac,on_vs_off_pre,0x3A1,B7,76,236,0.0575,0.06,256,97,125.0,128.0,0.02182,5600,800,-13.721
hvac,on_vs_off_pre,0x3B2,B0,90,24,0.01157,0.01587,93,93,50.0,46.5,0.04256,864,126,-14.148
hvac,on_vs_off_post,0x23E,B7,4,100,0.03271,0.04267,165,60,129.0,128.0,0.00315,7000,3000,-14.236
hvac,on_vs_off_post,0x3A1,B7,76,140,0.0575,0.0575,256,134,125.0,127.0,0.00924,5600,2400,-14.271
hvac,on_vs_off_post,0x3B2,B0,90,24,0.01157,0.01075,93,93,50.0,51.0,0.02387,864,372,-14.571
hvac,on_vs_off_pre,0x52F,B5,37,204,0.00714,0.025,162,40,128.0,133.0,0.03409,280,40,-14.829
hvac,on_vs_off_pre,0x52F,B6,26,223,0.00714,0.025,231,40,126.5,131.5,0.07595,280,40,-14.87
hvac,on_vs_off_post,0x528,B3,211,69,0.00714,0.00833,256,120,139.5,128.5,0.10813,280,120,-15.206
hvac,on_vs_off_post,0x321,B7,135,173,0.01786,0.025,153,101,134.5,134.5,0.00053,280,120,-15.542
hvac,on_vs_off_post,0x52F,B5,37,50,0.00714,0.00833,162,120,128.0,126.0,0.0263,280,120,-15.982
hvac,on_vs_off_post,0x324,B1,41,206,0.00714,0.00833,199,120,119.0,116.5,0.02449,280,120,-16.387
hvac,on_vs_off_pre,0x798,B7,49,213,0.01714,0.0225,243,131,127.0,125.5,0.00763,2800,400,-16.6
hvac,on_vs_off_post,0x52F,B6,26,95,0.00714,0.01667,231,111,126.5,129.5,0.02067,280,120,-16.671
hvac,on_vs_off_pre,0x545,B7,107,27,0.02428,0.02723,256,236,130.0,125.0,0.01624,8484,1212,-16.82
hvac,on_vs_off_post,0x545,B7,107,91,0.02428,0.02503,256,255,130.0,128.0,0.01991,8484,3636,-16.86
hvac,on_vs_off_pre,0x261,B7,135,47,0.02229,0.0324,256,237,127,130.0,0.0198,17499,2500,-16.874
hvac,on_vs_off_pre,0x7B8,B7,16,160,0.0125,0.0175,253,190,128.0,128.5,0.01682,2800,400,-17.201
hvac,on_vs_off_post,0x261,B7,135,231,0.02229,0.02293,256,255,127,131.0,0.0065,17499,7500,-17.248
hvac,on_vs_off_post,0x798,B7,49,65,0.01714,0.015,243,210,127.0,127.0,0.00861,2800,1200,-17.282
hvac,on_vs_off_post,0x7B8,B7,16,144,0.0125,0.0125,253,245,128.0,127.0,0.00832,2800,1200,-17.721
ac_charge,charging_vs_unplugged_post,0x132,B1,139,138,1.0,1.0,1,1,139,138.0,2.18214,10499,4500,96.704
ac_charge,charging_vs_unplugged_post,0x132,B3,0,255,1.0,1.0,1,1,0,255.0,2.18214,10499,4500,96.704
ac_charge,charging_vs_unplugged_post,0x132,B5,65,64,1.0,1.0,1,1,65,64.0,2.18214,10499,4500,96.704
ac_charge,charging_vs_unplugged_post,0x204,B0,102,1,1.0,1.0,1,1,102.0,1.0,2.18218,1050,450,96.704
ac_charge,charging_vs_unplugged_post,0x204,B1,3,0,1.0,1.0,1,1,3.0,0.0,2.18218,1050,450,96.704
ac_charge,charging_vs_unplugged_post,0x204,B5,160,0,1.0,1.0,1,1,160.0,0.0,2.18218,1050,450,96.704
ac_charge,charging_vs_unplugged_post,0x204,B7,17,16,1.0,1.0,1,1,17.0,16.0,2.18218,1050,450,96.704
ac_charge,charging_vs_unplugged_post,0x20A,B5,17,1,1.0,1.0,1,1,17,1,2.18218,105,45,96.704
ac_charge,charging_vs_unplugged_post,0x20C,B2,70,71,1.0,1.0,1,1,70,71.0,2.18176,1049,450,96.704
ac_charge,charging_vs_unplugged_post,0x212,B0,89,88,1.0,1.0,1,1,89.0,88.0,2.18218,1050,450,96.704
ac_charge,charging_vs_unplugged_post,0x212,B2,32,0,1.0,1.0,1,1,32.0,0.0,2.18218,1050,450,96.704
ac_charge,charging_vs_unplugged_post,0x212,B3,64,0,1.0,1.0,1,1,64.0,0.0,2.18218,1050,450,96.704
ac_charge,charging_vs_unplugged_post,0x212,B5,28,255,1.0,1.0,1,1,28.0,255.0,2.18218,1050,450,96.704
